Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12754,2023-10-09,-0.057650999,-0.03244147,-0.032043479,21,100
Market-Adjusted Model,12756,2023-10-09,0.0038474665,0.0308733595,0.029454987,21,100
Market-Adjusted Model,12759,2023-10-09,-0.028301864,0.0079644632,-0.002694344,21,100
Market-Adjusted Model,12781,2023-10-09,-0.031694339,-0.004719455,-0.006086819,21,100
Market-Adjusted Model,12783,2023-10-09,-0.029588046,0.0009126489,-0.003980526,21,100
Market-Adjusted Model,12786,2023-10-09,0.0526906131,0.0847383123,0.0782981336,21,100
Market-Adjusted Model,12788,2023-10-09,0.0084151411,0.0471907428,0.0340226616,21,100
Market-Adjusted Model,12789,2023-10-09,-0.295566529,-0.278179399,-0.269959009,21,100
Market-Adjusted Model,12796,2023-10-09,0.0154320957,0.0426768994,0.0410396161,21,100
Market-Adjusted Model,12826,2023-10-09,-0.054216886,-0.029040742,-0.028609366,21,100
Market-Adjusted Model,12828,2023-10-09,-0.127544209,-0.106544229,-0.101936688,21,100
Market-Adjusted Model,12839,2023-10-09,-0.029749024,-0.002968027,-0.004141503,21,100
Market-Adjusted Model,12840,2023-10-09,-0.01763979,0.0289106796,0.0079677309,21,100
Market-Adjusted Model,12841,2023-10-09,-0.036002127,-0.010666505,-0.010394607,21,100
Market-Adjusted Model,12842,2023-10-09,-0.044280481,-0.019515836,-0.018672961,21,100
Market-Adjusted Model,12844,2023-10-09,-0.053748549,-0.02937455,-0.028141028,21,100
Market-Adjusted Model,12847,2023-10-09,-0.047135106,-0.021897742,-0.021527585,21,100
Market-Adjusted Model,12852,2023-10-09,-0.077653182,-0.051575739,-0.052045661,21,100
Market-Adjusted Model,12867,2023-10-09,-0.077367695,-0.053957553,-0.051760175,21,100
Market-Adjusted Model,12868,2023-10-09,-0.074138032,-0.05002676,-0.048530512,21,100
Market-Adjusted Model,12870,2023-10-09,0.0042822731,0.0294647961,0.0298897935,21,100
Market-Adjusted Model,12871,2023-10-09,0.0078124929,0.0557125882,0.0334200133,21,100
Market-Adjusted Model,12872,2023-10-09,-0.02613065,0.0010824916,-0.00052313,21,100
Market-Adjusted Model,12874,2023-10-09,-0.013423142,0.0117944824,0.0121843783,21,100
Market-Adjusted Model,12875,2023-10-09,-0.020554765,0.0053715033,0.0050527553,21,100
Market-Adjusted Model,12876,2023-10-09,-0.028317525,-0.002597486,-0.002710005,21,100
Market-Adjusted Model,12877,2023-10-09,-0.179487167,-0.157242093,-0.153879647,21,100
Market-Adjusted Model,12880,2023-10-09,-0.014321826,0.0256771131,0.0112856949,21,100
Market-Adjusted Model,12885,2023-10-09,-0.052882074,-0.027655035,-0.027274554,21,100
Market-Adjusted Model,12886,2023-10-09,-0.158510618,-0.14223111,-0.132903097,21,100
Market-Adjusted Model,12890,2023-10-09,-0.359813117,-0.354585719,-0.334205596,21,100
Market-Adjusted Model,12895,2023-10-09,-0.069584718,-0.04317547,-0.043977198,21,100
Market-Adjusted Model,12899,2023-10-09,-0.072399226,-0.049332301,-0.046791706,21,100
Market-Adjusted Model,12902,2023-10-09,-0.012882385,0.0122939038,0.0127251351,21,100
Market-Adjusted Model,12904,2023-10-09,-0.02620907,-0.001074855,-0.00060155,21,100
Market-Adjusted Model,12905,2023-10-09,-0.047325103,-0.020452402,-0.021717582,21,100
Market-Adjusted Model,12912,2023-10-09,-0.357487882,-0.387783186,-0.331880362,21,100
Market-Adjusted Model,12913,2023-10-09,-0.182287177,-0.166896406,-0.156679657,21,100
Market-Adjusted Model,12919,2023-10-09,0.0076982908,0.0215870214,0.0217907917,9,100
Market-Adjusted Model,12920,2023-10-09,-0.040713295,-0.013380088,-0.015105775,21,100
Market-Adjusted Model,12923,2023-10-09,-0.02913903,-0.002248619,-0.00353151,21,100
Market-Adjusted Model,12927,2023-10-09,-0.152400348,-0.134238045,-0.126792827,21,100
Market-Adjusted Model,12928,2023-10-09,-0.144164734,-0.110943928,-0.118557213,21,100
Market-Adjusted Model,12948,2023-10-09,0.0009364912,0.0267041878,0.0265440117,21,100
Market-Adjusted Model,12949,2023-10-09,-0.046881048,-0.022124063,-0.021273528,21,100
Market-Adjusted Model,12953,2023-10-09,-0.129062398,-0.109427697,-0.103454877,21,100
Market-Adjusted Model,12974,2023-10-09,-0.079360651,-0.055181766,-0.053753131,21,100
Market-Adjusted Model,12975,2023-10-09,-0.033848823,-0.008404079,-0.008241303,21,100
Market-Adjusted Model,12978,2023-10-09,-0.041122926,-0.01558396,-0.015515405,21,100
Market-Adjusted Model,12979,2023-10-09,-0.001155178,0.0241082336,0.0244523426,21,100
Market-Adjusted Model,12980,2023-10-09,-0.0110199,0.0142771132,0.0145876209,21,100
Market-Adjusted Model,12981,2023-10-09,-0.082163393,-0.056891677,-0.056555872,21,100
Market-Adjusted Model,12982,2023-10-09,0.0456140766,0.0759520422,0.0712215971,21,100
Market-Adjusted Model,12991,2023-10-09,0.0324513045,0.0577506361,0.058058825,21,100
Market-Adjusted Model,12994,2023-10-09,-0.00966723,0.0184542775,0.0159402904,21,100
Market-Adjusted Model,12996,2023-10-09,-0.012324368,0.0129201179,0.0132831527,21,100
Market-Adjusted Model,12997,2023-10-09,-0.045123807,-0.019518275,-0.019516287,21,100
Market-Adjusted Model,12998,2023-10-09,-0.047208108,-0.020988317,-0.021600587,21,100
Market-Adjusted Model,12999,2023-10-09,0.0241580839,0.0507988013,0.0497656043,21,100
Market-Adjusted Model,13000,2023-10-09,0.0099601318,0.0370879845,0.0355676523,21,100
Market-Adjusted Model,13001,2023-10-09,0.0172413651,0.0453100088,0.0428488856,21,100
Market-Adjusted Model,13002,2023-10-09,0.0000219702,0.0259988367,0.0256294906,21,100
Market-Adjusted Model,13006,2023-10-09,-0.055166385,-0.029571091,-0.029558864,21,100
Market-Adjusted Model,13007,2023-10-09,-0.108071133,-0.086221783,-0.082463612,21,100
Market-Adjusted Model,13016,2023-10-09,-0.021314607,0.0045913406,0.0042929134,21,100
Market-Adjusted Model,13019,2023-10-09,0.260811785,0.2639904891,0.2864193055,21,100
Market-Adjusted Model,13023,2023-10-09,-0.032057572,-0.007070492,-0.006450052,21,100
Market-Adjusted Model,13024,2023-10-09,-0.036991282,-0.012169231,-0.011383762,21,100
Market-Adjusted Model,13025,2023-10-09,-0.044568205,-0.019970411,-0.018960685,21,100
Market-Adjusted Model,13026,2023-10-09,-0.039535164,-0.014630896,-0.013927643,21,100
Market-Adjusted Model,13027,2023-10-09,-0.032412745,-0.007336461,-0.006805225,21,100
Market-Adjusted Model,13029,2023-10-09,-0.07137136,-0.041483184,-0.04576384,21,100
Market-Adjusted Model,13030,2023-10-09,0.1536030632,0.2312173766,0.1792105837,21,100
Market-Adjusted Model,13031,2023-10-09,-0.146379778,-0.108765839,-0.120772257,21,100
Market-Adjusted Model,13032,2023-10-09,0.1126410225,0.1540416959,0.138248543,21,100
Market-Adjusted Model,13033,2023-10-09,-0.035629133,-0.010523286,-0.010021613,21,100
Market-Adjusted Model,13034,2023-10-09,-0.00107337,0.025763604,0.0245341507,21,100
Market-Adjusted Model,13035,2023-10-09,-0.013751376,0.013309559,0.0118561441,21,100
Market-Adjusted Model,13046,2023-10-09,-0.194031962,-0.180826033,-0.168424442,21,100
Market-Adjusted Model,13076,2023-10-09,-0.049006096,-0.022597246,-0.023398576,21,100
Market-Adjusted Model,13079,2023-10-09,-0.074395733,-0.04193238,-0.048788212,21,100
Market-Adjusted Model,13085,2023-10-09,-0.079841769,-0.052214729,-0.054234248,21,100
Market-Adjusted Model,13089,2023-10-09,-0.047365975,-0.020437364,-0.021758454,21,100
Market-Adjusted Model,13092,2023-10-09,-0.073353353,-0.048802144,-0.047745832,21,100
Market-Adjusted Model,13102,2023-10-09,-0.024080528,0.0017525891,0.0015269921,21,100
Market-Adjusted Model,13103,2023-10-09,-0.084550175,-0.058107614,-0.058942655,21,100
Market-Adjusted Model,13105,2023-10-09,0.0704204519,0.097140729,0.0960279723,21,100
Market-Adjusted Model,13108,2023-10-09,-0.019641404,0.1280150277,0.0059661166,21,100
Market-Adjusted Model,13111,2023-10-09,0.2866893856,0.3218366714,0.312296906,21,100
Market-Adjusted Model,13114,2023-10-09,-0.046132651,-0.020248306,-0.020525131,21,100
Market-Adjusted Model,13116,2023-10-09,0.0024431296,0.0353075399,0.02805065,21,100
Market-Adjusted Model,13122,2023-10-09,-0.008511915,0.0197579234,0.0170956052,21,100
Market-Adjusted Model,13124,2023-10-09,0.0051467843,0.044553458,0.0307543048,21,100
Market-Adjusted Model,13126,2023-10-09,-0.040914606,-0.015668813,-0.015307086,21,100
Market-Adjusted Model,13129,2023-10-09,-0.01943638,0.0095546827,0.0061711406,21,100
Market-Adjusted Model,13130,2023-10-09,-0.035774624,-0.010712197,-0.010167103,21,100
Market-Adjusted Model,13131,2023-10-09,-0.028916156,-0.00330335,-0.003308636,21,100
Market-Adjusted Model,13132,2023-10-09,0.0045083072,0.0316219207,0.0301158277,21,100
Market-Adjusted Model,13137,2023-10-09,0.0038696262,0.02906803,0.0294771466,21,100
Market-Adjusted Model,13138,2023-10-09,0.0041975647,0.0293821218,0.0298050851,21,100
Market-Adjusted Model,13142,2023-10-09,-0.024446118,0.0010072618,0.0011614025,21,100
Market-Adjusted Model,13159,2023-10-09,-0.618295183,-0.864322302,-0.592687663,21,100
Market-Adjusted Model,13168,2023-10-09,-0.074673293,-0.046703131,-0.049065773,21,100
Market-Adjusted Model,13176,2023-10-09,-0.028473281,-0.00314601,-0.00286576,21,100
Market-Adjusted Model,13180,2023-10-09,-0.016574573,0.0157145146,0.0090329474,21,100
Market-Adjusted Model,13181,2023-10-09,-0.001487041,0.026589396,0.024120479,21,100
Market-Adjusted Model,13182,2023-10-09,-0.03028801,-0.004882021,-0.00468049,21,100
Market-Adjusted Model,13188,2023-10-09,-0.084903473,-0.061210518,-0.059295952,21,100
Market-Adjusted Model,13189,2023-10-09,-0.04075374,-0.0159268,-0.015146219,21,100
Market-Adjusted Model,13190,2023-10-09,-0.044720049,-0.020014985,-0.019112528,21,100
Market-Adjusted Model,13193,2023-10-09,0.0353115299,0.0604731996,0.0609190504,21,100
Market-Adjusted Model,13196,2023-10-09,-0.025641041,0.0032402609,-0.00003352,21,100
Market-Adjusted Model,13198,2023-10-09,-0.092393818,-0.068360078,-0.066786297,21,100
Market-Adjusted Model,13202,2023-10-09,-0.317525767,-0.335306589,-0.291918247,21,100
Market-Adjusted Model,13206,2023-10-09,-0.032945753,-0.006435176,-0.007338233,21,100
Market-Adjusted Model,13210,2023-10-09,-0.148160916,-0.129736684,-0.122553395,21,100
Market-Adjusted Model,13211,2023-10-09,-0.069944986,-0.045025745,-0.044337465,21,100
Market-Adjusted Model,13214,2023-10-09,-0.063842625,-0.039190147,-0.038235104,21,100
Market-Adjusted Model,13217,2023-10-09,-0.049640497,-0.024712688,-0.024032976,21,100
Market-Adjusted Model,13219,2023-10-09,-0.004957688,0.0209366286,0.0206498328,21,100
Market-Adjusted Model,13220,2023-10-09,-0.063652914,-0.039387447,-0.038045393,21,100
Market-Adjusted Model,13221,2023-10-09,-0.071608334,-0.047914291,-0.046000813,21,100
Market-Adjusted Model,13228,2023-10-09,-0.058313513,-0.033864879,-0.032705993,21,100
Market-Adjusted Model,13229,2023-10-09,-0.048463152,-0.023320453,-0.022855632,21,100
Market-Adjusted Model,13230,2023-10-09,-0.00992284,0.0203475438,0.0156846808,21,100
Market-Adjusted Model,13233,2023-10-09,0.0151650408,0.0439956246,0.0407725612,21,100
Market-Adjusted Model,13234,2023-10-09,-0.001538797,0.0257762972,0.0240687234,21,100
Market-Adjusted Model,13235,2023-10-09,-0.063198968,-0.039029145,-0.037591447,21,100
Market-Adjusted Model,13236,2023-10-09,-0.081488883,-0.057408677,-0.055881362,21,100
Market-Adjusted Model,13240,2023-10-09,-0.017198597,0.0080745103,0.0084089232,21,100
Market-Adjusted Model,13241,2023-10-09,-0.029332647,-0.004231586,-0.003725126,21,100
Market-Adjusted Model,13242,2023-10-09,-0.011744412,0.0135154856,0.0138631088,21,100
Market-Adjusted Model,13244,2023-10-09,0.1136919763,0.1418186613,0.1392994967,21,100
Market-Adjusted Model,13245,2023-10-09,-0.056103385,-0.031813187,-0.030495865,21,100
Market-Adjusted Model,13246,2023-10-09,-0.045332222,-0.020146617,-0.019724702,21,100
Market-Adjusted Model,13249,2023-10-09,-0.065015488,-0.0392395,-0.039407968,21,100
Market-Adjusted Model,13252,2023-10-09,-0.034828815,-0.009554395,-0.009221295,21,100
Market-Adjusted Model,13253,2023-10-09,-0.048140035,-0.018783259,-0.022532515,21,100
Market-Adjusted Model,13254,2023-10-09,-0.082450645,-0.06023568,-0.056843125,21,100
Market-Adjusted Model,13260,2023-10-09,-0.12121208,-0.100163953,-0.09560456,21,100
Market-Adjusted Model,13268,2023-10-09,-0.041920856,-0.016895245,-0.016313336,21,100
Market-Adjusted Model,13273,2023-10-09,-0.035029068,-0.010045936,-0.009421548,21,100
Market-Adjusted Model,13278,2023-10-09,-0.371518974,-0.426334469,-0.345911454,21,100
Market-Adjusted Model,13279,2023-10-09,-0.301369895,-0.230023819,-0.275762374,21,100
Market-Adjusted Model,13284,2023-10-09,-0.041948574,-0.015837958,-0.016341054,21,100
Market-Adjusted Model,13286,2023-10-09,0.0375109702,0.0830069804,0.0631184907,21,100
Market-Adjusted Model,13293,2023-10-09,-0.024911371,0.0010239457,0.0006961496,21,100
Market-Adjusted Model,13296,2023-10-09,-0.079015492,-0.055524828,-0.053407971,21,100
Market-Adjusted Model,13300,2023-10-09,-0.030491,-0.005544541,-0.004883479,21,100
Market-Adjusted Model,13301,2023-10-09,0.25007413,0.2696268107,0.2756816504,21,100
Market-Adjusted Model,13302,2023-10-09,-0.091520385,-0.068192871,-0.065912865,21,100
Market-Adjusted Model,13303,2023-10-09,-0.016528909,0.0110146127,0.0090786116,21,100
Market-Adjusted Model,13305,2023-10-09,-0.077118066,-0.052290462,-0.051510545,21,100
Market-Adjusted Model,13308,2023-10-09,-0.012654189,0.0125662739,0.0129533311,21,100
Market-Adjusted Model,13310,2023-10-09,0.0139135749,0.0397814982,0.0395210953,21,100
Market-Adjusted Model,13315,2023-10-09,-0.02157786,0.0079680607,0.0040296605,21,100
Market-Adjusted Model,13318,2023-10-09,0.01181002,0.0388935667,0.0374175405,21,100
Market-Adjusted Model,13321,2023-10-09,-0.103448231,-0.078767172,-0.07784071,21,100
Market-Adjusted Model,13322,2023-10-09,-0.018818213,0.0062865034,0.006789307,21,100
Market-Adjusted Model,13323,2023-10-09,-0.197048022,-0.174830893,-0.171440502,21,100
Market-Adjusted Model,13324,2023-10-09,0.1428571504,0.1682135556,0.1684646709,21,100
Market-Adjusted Model,13325,2023-10-09,-0.004084983,0.0216053313,0.0215225377,21,100
Market-Adjusted Model,13326,2023-10-09,-0.054050571,-0.026955447,-0.028443051,21,100
Market-Adjusted Model,13328,2023-10-09,-0.121081069,-0.100755838,-0.095473549,21,100
Market-Adjusted Model,13332,2023-10-09,-0.060682793,-0.03349711,-0.035075273,21,100
Market-Adjusted Model,13337,2023-10-09,-0.075102045,-0.045163529,-0.049494524,21,100
Market-Adjusted Model,13341,2023-10-09,0.0058335694,0.0316178089,0.0314410899,21,100
Market-Adjusted Model,13343,2023-10-09,0.0119760366,0.0427934118,0.037583557,21,100
Market-Adjusted Model,13344,2023-10-09,-0.039269739,-0.013884949,-0.013662219,21,100
Market-Adjusted Model,13345,2023-10-09,-0.014713608,0.0104861857,0.0108939123,21,100
Market-Adjusted Model,13348,2023-10-09,-0.025120233,-0.000058296,0.0004872876,21,100
Market-Adjusted Model,13350,2023-10-09,-0.01042555,0.0175578091,0.01518197,21,100
Market-Adjusted Model,13351,2023-10-09,-0.072026182,-0.048097143,-0.046418662,21,100
Market-Adjusted Model,13353,2023-10-09,0.0138476755,0.0405517249,0.0394551959,21,100
Market-Adjusted Model,13356,2023-10-09,-0.046635173,-0.019378357,-0.021027653,21,100
Market-Adjusted Model,13357,2023-10-09,-0.06279319,-0.039088333,-0.03718567,21,100
Market-Adjusted Model,13360,2023-10-09,-0.034875142,-0.009555814,-0.009267622,21,100
Market-Adjusted Model,13361,2023-10-09,-0.04320805,-0.018550172,-0.01760053,21,100
Market-Adjusted Model,13364,2023-10-09,-0.02931261,-0.004210696,-0.003705089,21,100
Market-Adjusted Model,13366,2023-10-09,-0.028068196,0.0018489909,-0.002460676,21,100
Market-Adjusted Model,13369,2023-10-09,-0.237704924,-0.235829243,-0.212097404,21,100
Market-Adjusted Model,13375,2023-10-09,0.0035460677,0.0287430592,0.0291535882,21,100
Market-Adjusted Model,13376,2023-10-09,0.0252525048,0.0620944949,0.0508600252,21,99
Market-Adjusted Model,13379,2023-10-09,0.0203349887,0.0454220963,0.0459425092,21,100
Market-Adjusted Model,13380,2023-10-09,-0.111946543,-0.090464335,-0.086339022,21,100
Market-Adjusted Model,13386,2023-10-09,-0.020091812,0.0050162019,0.0055157084,21,100
Market-Adjusted Model,13387,2023-10-09,-0.053040164,-0.027401626,-0.027432644,21,100
Market-Adjusted Model,13393,2023-10-09,-0.097526407,-0.07495287,-0.071918887,21,100
Market-Adjusted Model,13399,2023-10-09,0.0517464562,0.0795505649,0.0773539766,21,100
Market-Adjusted Model,13401,2023-10-09,-0.155002789,-0.136389519,-0.129395269,21,100
Market-Adjusted Model,13403,2023-10-09,-0.068358481,-0.039458391,-0.042750961,21,100
Market-Adjusted Model,13405,2023-10-09,-0.085085418,-0.059955017,-0.059477898,21,100
Market-Adjusted Model,13407,2023-10-09,0.0499198345,0.07696374,0.075527355,21,100
Market-Adjusted Model,13410,2023-10-09,-0.156549512,-0.138600949,-0.130941992,21,100
Market-Adjusted Model,13411,2023-10-09,-0.392484475,-0.446562519,-0.366876954,21,100
Market-Adjusted Model,13412,2023-10-09,0.1559140217,0.2176481861,0.1815215421,21,100
Market-Adjusted Model,13428,2023-10-09,-0.049947289,-0.025133266,-0.024339769,21,100
Market-Adjusted Model,13429,2023-10-09,-0.079646036,-0.055654717,-0.054038515,21,100
Market-Adjusted Model,13431,2023-10-09,-0.055640934,-0.029848629,-0.030033413,21,100
Market-Adjusted Model,13436,2023-10-09,-0.041361609,-0.0158768,-0.015754088,21,100
Market-Adjusted Model,13437,2023-10-09,-0.052504033,-0.027805398,-0.026896512,21,100
Market-Adjusted Model,13439,2023-10-09,-0.078406186,-0.052064541,-0.052798665,21,100
Market-Adjusted Model,13441,2023-10-09,-0.086772202,-0.063720361,-0.061164681,21,100
Market-Adjusted Model,13446,2023-10-09,-0.017288737,0.0079043518,0.0083187837,21,100
Market-Adjusted Model,13447,2023-10-09,-0.022938551,0.0051367098,0.0026689696,21,100
Market-Adjusted Model,13452,2023-10-09,-0.184331837,-0.167839931,-0.158724317,21,100
Market-Adjusted Model,13455,2023-10-09,-0.343648163,-0.372730477,-0.318040643,21,100
Market-Adjusted Model,13501,2023-10-09,-0.033895678,-0.00871922,-0.008288157,21,100
Market-Adjusted Model,13503,2023-10-09,-0.06482854,-0.041136768,-0.03922102,21,100
Market-Adjusted Model,13505,2023-10-09,-0.059103136,-0.035056373,-0.033495616,21,100
Market-Adjusted Model,13508,2023-10-09,-0.019577134,0.0088978383,0.0060303867,21,100
Market-Adjusted Model,13510,2023-10-09,-0.030898442,-0.005769058,-0.005290922,21,100
Market-Adjusted Model,13511,2023-10-09,0.0772832907,0.103282603,0.1028908112,21,100
Market-Adjusted Model,13512,2023-10-09,-0.068556032,-0.044119109,-0.042948512,21,100
Market-Adjusted Model,13519,2023-10-09,0.0236615383,0.0507658886,0.0492690588,21,100
Market-Adjusted Model,13520,2023-10-09,-0.037626605,-0.009998268,-0.012019085,21,100
Market-Adjusted Model,13527,2023-10-09,0.189382959,0.2029081909,0.2149904795,21,100
Market-Adjusted Model,13528,2023-10-09,-0.012602206,0.0145245002,0.0130053148,21,100
Market-Adjusted Model,13534,2023-10-09,-0.091202195,-0.067370618,-0.065594675,21,100
Market-Adjusted Model,13539,2023-10-09,-0.019974483,0.0056092095,0.0056330378,21,100
Market-Adjusted Model,13543,2023-10-09,-0.006893878,0.0216848052,0.018713642,21,100
Market-Adjusted Model,13545,2023-10-09,-0.035426329,-0.00597653,-0.009818809,21,100
Market-Adjusted Model,13547,2023-10-09,-0.052744861,-0.018145016,-0.02713734,21,100
Market-Adjusted Model,13548,2023-10-09,-0.048148153,-0.020900319,-0.022540633,21,100
Market-Adjusted Model,13555,2023-10-09,-0.020590202,0.0048274053,0.0050173182,21,100
Market-Adjusted Model,13559,2023-10-09,-0.07929519,-0.03934126,-0.05368767,21,100
Market-Adjusted Model,13561,2023-10-09,-0.009924891,0.0154473493,0.015682629,21,100
Market-Adjusted Model,13562,2023-10-09,-0.039471397,-0.01416952,-0.013863876,21,100
Market-Adjusted Model,13563,2023-10-09,-0.071428546,-0.044102959,-0.045821026,21,100
Market-Adjusted Model,13568,2023-10-09,-0.030967616,-0.005769376,-0.005360096,21,100
Market-Adjusted Model,13570,2023-10-09,-0.048538496,-0.024005212,-0.022930975,21,100
